,id,Time,Type,Notes,mod_Notes,dict_Notes,Mica,Windel,datetime
0,595,19:04:15 05-02-2021,Pee,Mica: True  Windel: trocken,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-05-02 19:04:15
1,594,17:04:41 05-02-2021,Pee,Mica: True  Windel: trocken,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-05-02 17:04:41
2,593,15:51:20 05-02-2021,Pee,Mica: True  Windel: trocken,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-05-02 15:51:20
3,592,15:32:41 05-02-2021,Pee,Mica: True,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-05-02 15:32:41
4,591,15:04:42 05-02-2021,Pee,Mica: False  Windel: Nass,"Windel: nass, Mica: False","{'Windel': 'nass', 'Mica': True}",True,nass,2021-05-02 15:04:42
5,590,14:29:12 05-02-2021,Pee,Mica: true  Windel: trocken,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-05-02 14:29:12
6,589,13:14:53 05-02-2021,Pee,Mica: true  Windel: trocken,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-05-02 13:14:53
7,588,12:08:12 05-02-2021,Pee,Mica: true  Windel: nass,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-05-02 12:08:12
8,587,11:15:16 05-02-2021,Pee,Mica: true  Windel: trocken,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-05-02 11:15:16
9,586,10:17:54 05-02-2021,Pee,Mica: True  Windel: Trocken,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-05-02 10:17:54
10,585,09:57:20 05-02-2021,Pee,Pipi in mica. Windel feucht,"Windel: feucht, Mica: True","{'Windel': 'feucht', 'Mica': True}",True,feucht,2021-05-02 09:57:20
11,584,09:20:09 05-02-2021,Pee,En la mica,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-05-02 09:20:09
12,583,09:11:25 05-02-2021,Pee,Pañal mojado,"Windel: nass, Mica: False","{'Windel': 'nass', 'Mica': True}",True,nass,2021-05-02 09:11:25
13,582,08:47:09 05-02-2021,Pee,En la mica,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-05-02 08:47:09
14,580,08:05:03 05-02-2021,Pee,En la mica,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-05-02 08:05:03
15,579,07:04:01 05-02-2021,Pee,En la mica y pañal mojado,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-05-02 07:04:01
16,578,03:47:57 05-02-2021,Pee,En la mica y pañal mojado,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-05-02 03:47:57
17,577,00:45:53 05-02-2021,Pee,Mica y pañal mojado,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-05-02 00:45:53
18,576,21:35:17 05-01-2021,Pee,En la mica,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-05-01 21:35:17
19,575,20:19:24 05-01-2021,Pee,En la mica,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-05-01 20:19:24
20,574,19:30:51 05-01-2021,Pee,En la mica,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-05-01 19:30:51
21,573,18:30:23 05-01-2021,Pee,En la mica,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-05-01 18:30:23
22,572,17:57:01 05-01-2021,Pee,Pañal mojado,"Windel: nass, Mica: False","{'Windel': 'nass', 'Mica': True}",True,nass,2021-05-01 17:57:01
23,571,17:15:26 05-01-2021,Pee,En la mica,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-05-01 17:15:26
25,569,15:48:40 05-01-2021,Pee,In mica  Windel trocken,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-05-01 15:48:40
26,568,14:47:51 05-01-2021,Pee,En la mica,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-05-01 14:47:51
27,567,13:59:18 05-01-2021,Pee,En la mica,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-05-01 13:59:18
28,566,13:50:13 05-01-2021,Pee,Pañal mojado,"Windel: nass, Mica: False","{'Windel': 'nass', 'Mica': True}",True,nass,2021-05-01 13:50:13
29,564,13:05:47 05-01-2021,Pee,Pipi in mica  Windel trocken,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-05-01 13:05:47
30,565,12:00:04 05-01-2021,Pee,Pipi un mica  Windel trocken,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-05-01 12:00:04
32,562,08:39:03 05-01-2021,Pee,Pañal mojado,"Windel: nass, Mica: False","{'Windel': 'nass', 'Mica': True}",True,nass,2021-05-01 08:39:03
33,559,07:02:56 05-01-2021,Pee,En la mica y pañal mojado,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-05-01 07:02:56
34,561,05:50:45 05-01-2021,Pee,En la mica y pañal mojado,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-05-01 05:50:45
35,560,02:50:19 05-01-2021,Pee,En la mica y pañal mojado,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-05-01 02:50:19
36,558,21:45:19 04-30-2021,Pee,Mica  Windel trocken,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-04-30 21:45:19
37,557,20:15:15 04-30-2021,Pee,En la mica y pañal mojado,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-30 20:15:15
38,556,19:29:01 04-30-2021,Pee,En la mica,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-04-30 19:29:01
39,555,18:42:17 04-30-2021,Pee,Pañal mojado,"Windel: nass, Mica: False","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-30 18:42:17
40,554,15:40:39 04-30-2021,Pee,En la mica,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-04-30 15:40:39
41,553,15:00:54 04-30-2021,Pee,Mica y pañal mojado,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-30 15:00:54
42,552,14:32:01 04-30-2021,Pee,En la mica,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-04-30 14:32:01
44,550,12:44:28 04-30-2021,Pee,En la mica,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-04-30 12:44:28
45,549,10:40:19 04-30-2021,Pee,En la mica,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-04-30 10:40:19
46,548,08:58:07 04-30-2021,Pee,Pipi in mica  Windel trocken,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-04-30 08:58:07
47,547,07:35:42 04-30-2021,Pee,En la mica y pañal mojado,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-30 07:35:42
48,545,04:33:49 04-30-2021,Pee,En la mica y pañal mojado,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-30 04:33:49
49,546,01:23:13 04-30-2021,Pee,En la mica y pañal mojado,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-30 01:23:13
50,544,20:51:16 04-29-2021,Pee,En la mica y pañal mojado,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-29 20:51:16
51,543,20:06:24 04-29-2021,Pee,Pipi in mica  Windel voll,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-29 20:06:24
52,542,17:50:44 04-29-2021,Pee,En la mica,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-04-29 17:50:44
53,540,17:17:02 04-29-2021,Pee,Pañal mojado,"Windel: nass, Mica: False","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-29 17:17:02
55,541,16:10:21 04-29-2021,Pee,Pañal mojado,"Windel: nass, Mica: False","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-29 16:10:21
56,538,14:16:52 04-29-2021,Pee,En la mica y pañal mojado,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-29 14:16:52
57,537,13:30:14 04-29-2021,Pee,En la mica y Pañal mojado,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-29 13:30:14
58,536,12:17:17 04-29-2021,Pee,En la mica,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-04-29 12:17:17
59,535,10:26:52 04-29-2021,Pee,In mica. Windel trocken,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-04-29 10:26:52
60,533,06:03:13 04-29-2021,Pee,En la mica y pañal mojado,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-29 06:03:13
61,534,02:55:41 04-29-2021,Pee,En la mica y pañal mojado,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-29 02:55:41
62,532,21:30:38 04-28-2021,Pee,En la mica,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-04-28 21:30:38
63,531,20:34:12 04-28-2021,Pee,En la mica,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-04-28 20:34:12
64,530,18:47:32 04-28-2021,Pee,Pañal mojado,"Windel: nass, Mica: False","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-28 18:47:32
65,529,18:11:48 04-28-2021,Pee,Pañal mojado,"Windel: nass, Mica: False","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-28 18:11:48
66,528,16:04:16 04-28-2021,Pee,Pañal mojado,"Windel: nass, Mica: False","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-28 16:04:16
67,527,13:51:05 04-28-2021,Pee,En la mica,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-04-28 13:51:05
68,526,13:14:57 04-28-2021,Pee,,None,"{'Mica': None, 'Windel': None}",,,2021-04-28 13:14:57
70,524,09:57:09 04-28-2021,Pee,Mica,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-28 09:57:09
71,523,07:16:19 04-28-2021,Pee,En la mica,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-04-28 07:16:19
72,522,05:17:04 04-28-2021,Pee,Pañal mojado,"Windel: nass, Mica: False","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-28 05:17:04
73,520,01:55:15 04-28-2021,Pee,En la mica y pañal mojado,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-28 01:55:15
74,521,21:15:09 04-27-2021,Pee,En la mica,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-04-27 21:15:09
75,519,18:45:51 04-27-2021,Pee,En la mica,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-04-27 18:45:51
76,518,18:11:33 04-27-2021,Pee,Pañal mojado,"Windel: nass, Mica: False","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-27 18:11:33
77,517,14:25:12 04-27-2021,Pee,En la mica,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-04-27 14:25:12
78,516,14:00:14 04-27-2021,Pee,En la mica y pañal mojado,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-27 14:00:14
79,515,11:15:58 04-27-2021,Pee,Pipi in Töpfchen  Windel trocken,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-04-27 11:15:58
80,514,10:00:42 04-27-2021,Pee,Pañal mojado,"Windel: nass, Mica: False","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-27 10:00:42
81,513,09:00:12 04-27-2021,Pee,En la mica y pañal mojado,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-27 09:00:12
82,512,06:40:03 04-27-2021,Pee,En la mica y pañal mojado,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-27 06:40:03
83,511,02:30:55 04-27-2021,Pee,En la mica y pañal mojado,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-27 02:30:55
84,510,21:25:21 04-26-2021,Pee,Pipi in mica. Windel nass,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-26 21:25:21
85,509,20:16:36 04-26-2021,Pee,Pañal mojado,"Windel: nass, Mica: False","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-26 20:16:36
86,508,17:57:28 04-26-2021,Pee,En la mica,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-04-26 17:57:28
87,507,17:20:37 04-26-2021,Pee,Pañal mojado,"Windel: nass, Mica: False","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-26 17:20:37
89,505,14:55:12 04-26-2021,Pee,Pañal mojado,"Windel: nass, Mica: False","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-26 14:55:12
90,506,13:25:50 04-26-2021,Pee,En la mica,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-04-26 13:25:50
92,502,11:44:46 04-26-2021,Pee,Pañal mojado,"Windel: nass, Mica: False","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-26 11:44:46
93,501,11:06:04 04-26-2021,Pee,En la mica!,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-26 11:06:04
94,500,10:00:57 04-26-2021,Pee,In die mica,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-04-26 10:00:57
95,499,09:48:12 04-26-2021,Pee,Windel nass,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-26 09:48:12
96,498,09:00:14 04-26-2021,Pee,Windel trocken! In mica!,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-04-26 09:00:14
97,496,07:40:25 04-26-2021,Pee,En la mica y pañal mojado,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-26 07:40:25
98,497,03:16:49 04-26-2021,Pee,En el cambiador y pañal mojado,"Windel: nass, Mica: False","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-26 03:16:49
99,495,21:19:29 04-25-2021,Pee,En la mica,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-04-25 21:19:29
100,494,20:37:17 04-25-2021,Pee,En la mica,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-04-25 20:37:17
101,493,19:00:03 04-25-2021,Pee,,None,"{'Mica': None, 'Windel': None}",,,2021-04-25 19:00:03
102,492,16:29:41 04-25-2021,Pee,Pipi ins Töpfchen. Windel feucht.,"Windel: feucht, Mica: True","{'Windel': 'feucht', 'Mica': True}",True,feucht,2021-04-25 16:29:41
103,491,15:14:00 04-25-2021,Pee,En la mica,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-04-25 15:14:00
104,490,14:14:50 04-25-2021,Pee,Pañal mojado,"Windel: nass, Mica: False","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-25 14:14:50
105,489,13:13:20 04-25-2021,Pee,En la mica,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-04-25 13:13:20
106,488,12:57:39 04-25-2021,Pee,Windel nass,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-25 12:57:39
107,487,09:46:47 04-25-2021,Pee,En la mica ,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-04-25 09:46:47
108,486,07:15:35 04-25-2021,Pee,En la mica y pañal mojado,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-25 07:15:35
109,484,05:36:22 04-25-2021,Pee,En la mica y pañal mojado,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-25 05:36:22
110,485,02:30:54 04-25-2021,Pee,Pañal mojado,"Windel: nass, Mica: False","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-25 02:30:54
111,483,18:58:41 04-24-2021,Pee,En la mica y pañal mojado,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-24 18:58:41
112,482,15:18:52 04-24-2021,Pee,Mica,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-24 15:18:52
113,481,13:44:20 04-24-2021,Pee,En la mica,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-04-24 13:44:20
114,480,12:03:04 04-24-2021,Pee,Mica,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-24 12:03:04
115,479,09:34:38 04-24-2021,Pee,Mica,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-24 09:34:38
117,477,08:50:25 04-24-2021,Pee,Pañal mojado,"Windel: nass, Mica: False","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-24 08:50:25
119,475,15:26:12 04-23-2021,Pee,Pañal mojado,"Windel: nass, Mica: False","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-23 15:26:12
120,474,08:45:45 04-23-2021,Pee,,None,"{'Mica': None, 'Windel': None}",,,2021-04-23 08:45:45
121,473,03:19:17 04-23-2021,Pee,Pañal mojado,"Windel: nass, Mica: False","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-23 03:19:17
122,472,21:06:45 04-22-2021,Pee,En la mica,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-04-22 21:06:45
124,470,18:32:27 04-22-2021,Pee,Windel voll,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-22 18:32:27
126,468,15:16:59 04-22-2021,Pee,Pañal mojado,"Windel: nass, Mica: False","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-22 15:16:59
127,467,11:44:53 04-22-2021,Pee,En la mica,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-04-22 11:44:53
128,466,10:04:41 04-22-2021,Pee,Mica,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-22 10:04:41
129,464,09:07:40 04-22-2021,Pee,En la mica,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-04-22 09:07:40
130,465,08:20:02 04-22-2021,Pee,En la mica y pañal mojado,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-22 08:20:02
131,463,05:14:54 04-22-2021,Pee,En la mica y pañal mojado,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-22 05:14:54
132,462,02:03:13 04-22-2021,Pee,En la mica y pañal mojado,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-22 02:03:13
133,460,20:57:39 04-21-2021,Pee,En la mica ,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-04-21 20:57:39
134,459,19:34:12 04-21-2021,Pee,En la mica,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-04-21 19:34:12
135,458,18:04:07 04-21-2021,Pee,En la mica ,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-04-21 18:04:07
136,457,15:18:19 04-21-2021,Pee,En la mica,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-04-21 15:18:19
137,456,14:35:27 04-21-2021,Pee,En la mica,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-04-21 14:35:27
138,455,13:50:46 04-21-2021,Pee,En la mica y pañal mojado,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-21 13:50:46
139,454,12:16:53 04-21-2021,Pee,En el pañal,"Windel: nass, Mica: False","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-21 12:16:53
140,453,10:59:50 04-21-2021,Pee,En la mica y pañal mojado,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-21 10:59:50
141,452,10:11:57 04-21-2021,Pee,Mica!,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-04-21 10:11:57
142,451,09:10:46 04-21-2021,Pee,En la mica y pañal mojado,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-21 09:10:46
143,450,07:55:28 04-21-2021,Pee,En la mica y Pañal mojado,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-21 07:55:28
144,449,04:57:45 04-21-2021,Pee,En la mica y pañal mojado,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-21 04:57:45
145,448,01:57:48 04-21-2021,Pee,En la mica y pañal mojado,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-21 01:57:48
146,447,21:34:43 04-20-2021,Pee,Mica,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-20 21:34:43
147,446,20:28:36 04-20-2021,Pee,En la mica y pañal mojado,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-20 20:28:36
148,445,17:30:15 04-20-2021,Pee,En la mica y pañal mojado,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-20 17:30:15
149,444,16:35:46 04-20-2021,Pee,En la mica,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-04-20 16:35:46
151,442,14:38:07 04-20-2021,Pee,En la mica,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-04-20 14:38:07
152,441,13:59:29 04-20-2021,Pee,Mica und Windel nass,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-20 13:59:29
155,437,04:58:02 04-20-2021,Pee,Pañal mojado y en la mica,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-20 04:58:02
156,438,01:23:22 04-20-2021,Pee,Pañal mojado y en la mica,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-20 01:23:22
157,436,19:10:48 04-19-2021,Pee,En la mica,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-04-19 19:10:48
158,435,19:00:55 04-19-2021,Pee,Pañal mojado,"Windel: nass, Mica: False","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-19 19:00:55
159,434,18:00:41 04-19-2021,Pee,En la mica y pañal mojado,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-19 18:00:41
160,433,17:31:05 04-19-2021,Pee,Pañal mojado,"Windel: nass, Mica: False","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-19 17:31:05
162,431,16:10:11 04-19-2021,Pee,Pañal mojado,"Windel: nass, Mica: False","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-19 16:10:11
163,430,12:27:00 04-19-2021,Pee,En la mica y pañal mojado,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-19 12:27:00
165,428,07:30:10 04-19-2021,Pee,En la mica y pañal mojado,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-19 07:30:10
166,427,03:53:09 04-19-2021,Pee,En la mica y pañal mojado,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-19 03:53:09
167,426,20:34:58 04-18-2021,Pee,En la mica!! ,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-18 20:34:58
168,425,19:44:56 04-18-2021,Pee,Mica,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-18 19:44:56
169,424,18:10:36 04-18-2021,Pee,En la mica y pañal mojado,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-18 18:10:36
170,423,15:02:01 04-18-2021,Pee,En la mica,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-04-18 15:02:01
171,422,13:17:30 04-18-2021,Pee,Mica! Trocken!,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-04-18 13:17:30
172,421,12:02:03 04-18-2021,Pee,En la mica y pañal mojado,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-18 12:02:03
173,420,10:50:25 04-18-2021,Pee,Mica,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-18 10:50:25
175,416,07:56:32 04-18-2021,Pee,Pañal mojado,"Windel: nass, Mica: False","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-18 07:56:32
176,418,04:30:27 04-18-2021,Pee,Pañal mojado,"Windel: nass, Mica: False","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-18 04:30:27
177,417,00:58:08 04-18-2021,Pee,En la mica y pañal mojado,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-18 00:58:08
178,415,21:25:50 04-17-2021,Pee,Pañal mojado,"Windel: nass, Mica: False","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-17 21:25:50
179,414,18:03:54 04-17-2021,Pee,En la mica y pañal mojado,"Windel: nass, Mica: True","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-17 18:03:54
180,412,15:35:33 04-17-2021,Pee,Mica! Trocken!,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-04-17 15:35:33
182,411,13:59:11 04-17-2021,Pee,En la mica,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-04-17 13:59:11
183,410,12:39:52 04-17-2021,Pee,En la mica,"Windel: trocken, Mica: True","{'Windel': 'trocken', 'Mica': True}",True,trocken,2021-04-17 12:39:52
184,408,10:45:57 04-17-2021,Pee,Pañal mojado,"Windel: nass, Mica: False","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-17 10:45:57
185,409,09:30:08 04-17-2021,Pee,Pañal mojado,"Windel: nass, Mica: False","{'Windel': 'nass', 'Mica': True}",True,nass,2021-04-17 09:30:08
